BSPlotNumber,ForestAllianceType,SampleYear,ppt,psi,forest.200m,Richness,BA_UMCAsqrt,BA_LIDEsqrt,ccompsqrt,I_all,I_HS,n_all,n_HS,n_MS,ppt_z,psi_z,forest.200m_z,Richness_z,BA_UMCAsqrt_z,BA_LIDEsqrt_z,ccompsqrt_z
BS322,0,0,150.61,0.94,58019.8073986,7,0.2882622515825651,0,14.569819442739295,0,0,99,39,60,0.7572469030691699,0.6378163964232072,-0.7548974066818932,1.1775345574243978,-0.08702340237780165,-0.4404170189214464,-0.5000448471698473
BS324,0,0,137.88,0.97,33211.5122218,1,0,0,13.375803039425623,0,0,10,10,0,0.4588324545379497,0.7187267373864424,-1.2179754282352984,-0.910227299770327,-0.4654301131187706,-0.4404170189214464,-0.5719480166114983
BS326,0,0,133.76,0.69,51533.1233144,3,0.10456351100004188,0,10.08048914477557,0,0,11,11,0,0.3622521302686153,-0.036436444937086074,-0.8759795209805977,-0.21430668070541872,-0.32816783183210724,-0.4404170189214464,-0.7703904439289759
BS372,0,0,129.16,0.97,72382.60519003001,4,1.3974542554662797,0,39.450799008913975,16,16,24,21,3,0.2544197293853781,0.7187267373864424,-0.4867977272066611,0.13365362882703544,1.3690316151124131,-0.4404170189214464,0.9982773573291562
BS373,0,0,132.71,0.79,94513.6471762,5,0.044602842374513944,0,11.124903668155659,1,1,13,8,5,0.3376382126757028,0.23326469160703145,-0.07369400263251341,0.48161393835948957,-0.4068792110149498,-0.4404170189214464,-0.7074962372551741
BS376,1,1,88.551,0.58,73687.9592137,4,0.07815396033946044,0.8102416603934831,21.74154073017688,46,46,57,49,8,-0.6975293939770965,-0.33310769513561506,-0.4624316531012075,0.13365362882703544,-0.36283609360676844,0.4117086772704702,-0.06816678461742569
BS378,0,0,109.39,0.61,97137.27223870001,4,0.9205449430653491,0.21893392727940286,26.212626645676213,8,8,16,13,3,-0.20902517614975255,-0.2521973541723798,-0.02472074209276405,0.13365362882703544,0.742984731635255,-0.21016568240982886,0.20108014304464958
BS379,0,0,130.99,0.88,29291.3856771,2,1.1447558234665978,0,33.43931606984056,6,6,23,23,0,0.2973182714758837,0.47599571449673694,-1.291149519063446,-0.5622669902378729,1.0373101290786741,-0.4404170189214464,0.6362683638478183
BS382,1,0,113.72,0.93,80204.6923236,4,0.8038473928377093,0,24.40877206978651,77,77,104,79,25,-0.10752206836183574,0.6108462827687957,-0.3407886359564349,0.13365362882703544,0.5897938927698272,-0.4404170189214464,0.09245277338847141
BS383,0,0,97.62,0.75,78923.1076038,2,0.6626394045137103,0,21.765631618158125,20,20,26,26,0,-0.4849354714531662,0.12538423698938445,-0.3647110261194259,-0.5622669902378729,0.4044277891656275,-0.4404170189214464,-0.06671604139839787
BS427,0,0,134.53,0.62,97794.3148009,6,0.01329340388179137,0.3855555676999081,14.620760952968984,2,2,32,24,8,0.3803023365034183,-0.22522724051796805,-0.012456216553561009,0.8295742478919438,-0.447979638039764,-0.034930825595615826,-0.4969771706860958
BS429,1,1,91.125,0.79,103420.11170709999,3,0.11811779279427918,1.8356382601930807,42.231182621516325,18,18,20,18,2,-0.6371901331350416,0.23326469160703145,0.09255635615319441,-0.21430668070541872,-0.310374897925378,1.4901113738841238,1.1657108979864843
BS433,1,1,134.82,0.89,121659.6077784,2,0,1.1838724670153598,27.80360775859271,0,0,46,41,5,0.38710046612431787,0.5029658281511487,0.43301948329009893,-0.5622669902378729,-0.4654301131187706,0.8046536796994948,0.2968883616110146
BS434,0,1,124.288,0.77,107084.071986009,3,0,0.7204681523692453,18.682472412860832,1,1,63,3,60,0.14021115175426244,0.17932446429820795,0.16094878154621992,-0.21430668070541872,-0.4654301131187706,0.31729448362410323,-0.2523826018734792
BS438,0,1,125.055,0.72,121498.1128654,5,0,0.03362994729838757,18.57236347554607,2,2,52,26,26,0.15819103251022856,0.044473896026149186,0.43000497768743623,0.48161393835948957,-0.4654301131187706,-0.40504862988968626,-0.2590133161206299
BS457,1,1,96.86,0.93,72278.6059697,2,0,0.8066734242113538,26.653255095928436,28,28,44,38,6,-0.5027512594251794,0.6108462827687957,-0.488739003414893,-0.5622669902378729,-0.4654301131187706,0.4079559873144915,0.22761460440663017
BS458,0,0,152.22,0.73,52991.8501572,4,0.21991824277183433,0,13.830740112677914,4,4,19,18,1,0.7949882433783025,0.07144400968056094,-0.8487505503666726,0.13365362882703544,-0.17673973336092028,-0.4404170189214464,-0.5445518959446746
BS469,1,1,120.434,0.9,125581.039059,2,0,0.6624337304603274,27.344803085837977,14,14,25,22,3,0.049866353275132766,0.5299359418055605,0.5062179286542968,-0.5622669902378729,-0.4654301131187706,0.2562600730407026,0.2692593357164362
BS470,0,0,114.74,0.56,118088.3789515,3,0.7290798838175369,0,21.677293337535346,14,14,22,14,8,-0.0836114055572919,-0.38704792244443825,0.36635800704235233,-0.21430668070541872,0.4916453249178358,-0.4404170189214464,-0.07203573578632758
BS478,0,0,152.74,0.56,123433.797071,5,0.5428239391937506,0.31385198240091006,19.261754107641885,15,15,34,25,9,0.8071779930433645,-0.38704792244443825,0.4661369571682221,0.48161393835948957,0.2471440106663174,-0.11034100323655886,-0.21749849999791518
BS494,1,1,123.812,0.55,121226.5123015,3,0.2735485514816189,0.049620794454049204,16.884031343903995,2,2,20,9,11,0.1290528424454753,-0.41401803609885,0.4249352116721873,-0.21430668070541872,-0.10633832421533324,-0.38823116365547744,-0.3606839724016831
BS518,0,0,150.92,0.48,125581.039059,5,0,0.5637120821061441,17.31225009322086,2,2,66,5,61,0.7645138692156483,-0.6028088316797323,0.5062179286542968,0.48161393835948957,-0.4654301131187706,0.15243518048683333,-0.33489681805039256
BS519,0,0,139.53,0.48,121740.4944204,2,0,1.8677911041210402,42.880964962303345,27,27,30,29,1,0.49751146789824147,-0.6028088316797323,0.43452933416378947,-0.5622669902378729,-0.4654301131187706,1.5239263032514399,1.2048405193385352
BS520,0,1,73.382,0.58,74124.01446030001,7,0.5677111856673046,0,17.76273333291569,13,13,32,20,12,-1.053118456802711,-0.33310769513561506,-0.454292133660454,1.1775345574243978,0.27981391810565465,-0.4404170189214464,-0.30776890538143076
BS521,1,1,142.144,0.72,125581.0390588,3,0.025700580838129983,1.5063785383092538,34.77491924422875,66,66,79,79,0,0.5587884017914551,0.044473896026149186,0.5062179286505635,-0.21430668070541872,-0.43169252796602436,1.1438311423764556,0.7166978295472207
BS600,1,1,144.355,0.92,125581.0390583,4,0,1.0398233113409403,31.699197143084294,4,4,34,30,4,0.6106182796942455,0.583876169114384,0.5062179286412303,0.13365362882703544,-0.4654301131187706,0.6531581530373486,0.5314791283800792
BS601,1,1,133.286,0.58,125581.0390583,2,0,0.5800130111602436,20.862045199295117,10,10,26,19,7,0.35114070461238633,-0.33310769513561506,0.5062179286412303,-0.5622669902378729,-0.4654301131187706,0.16957875776481962,-0.12112963839788009
BS603,1,1,126.313,0.48,125581.03905887,4,0.15946175384133898,0.9877447356124296,24.62601333085149,24,24,46,41,5,0.18768084996916595,-0.6028088316797323,0.5062179286518701,0.13365362882703544,-0.2561019842055613,0.59838746576142,0.1055349514563128
BS604,1,1,118.23,0.57,88050.29015213999,2,0,0.44815576437252513,20.275981942273933,4,4,28,22,6,-0.0017994318437051275,-0.3600778087900268,-0.19434068802401977,-0.5622669902378729,-0.4654301131187706,0.03090537955026527,-0.1564221231210148
BS605,1,1,74.551,0.96,80641.169406,3,0.6028597337022233,0,24.6002864564777,13,13,19,15,4,-1.0257149618826014,0.6917566237320306,-0.33264124242009,-0.21430668070541872,0.32595400886049625,-0.4404170189214464,0.10398568981956408
BS611,1,1,136.701,0.53,125581.0390587,4,0.015976683107083608,0.4808644757955921,14.201433583475858,24,24,67,62,5,0.43119454135505036,-0.46795826340767355,0.5062179286486969,0.13365362882703544,-0.4444572522259156,0.06530491101768673,-0.5222288898555395
BS612,1,1,125.278,0.96,125581.0390588,3,0,0.3159507745930987,19.950338755621615,10,10,73,58,15,0.16341855977043765,0.6917566237320306,0.5062179286505635,-0.21430668070541872,-0.4654301131187706,-0.10813371762616159,-0.17603221990226448
BS613,1,1,108.376,0.83,67191.3233098,3,0,0.7076742581902182,21.1948774257785,3,3,41,37,4,-0.23279518799662258,0.3411451462246782,-0.5836995306272796,-0.21430668070541872,-0.4654301131187706,0.3038392312997353,-0.10108662063860925
BS620,1,1,108.789,0.88,121358.54693489999,2,0,0.2056218357329173,19.778196196187068,70,70,96,91,5,-0.22311371374341027,0.47599571449673694,0.4273998041149834,-0.5622669902378729,-0.4654301131187706,-0.22416591941481162,-0.18639857298149443
BS621,1,1,100.824,0.57,82036.1755624,2,0,0.05881235849379246,30.474281724505154,2,2,44,3,41,-0.40982786005536365,-0.3600778087900268,-0.30660169853540375,-0.5622669902378729,-0.4654301131187706,-0.3785644576721599,0.45771523313596246
BS622,1,1,72.674,0.95,67614.64452002,5,0.9807721674408051,0,32.594679218846665,6,6,28,21,7,-1.0697152698082177,0.6647865100776189,-0.5757977079863756,0.48161393835948957,0.8220460230386732,-0.4404170189214464,0.5854046852206815
BS623,1,1,96.412,0.69,80688.6919655,3,0.01772453850905516,1.6268254066092531,38.352767574332766,21,21,67,61,6,-0.5132531975981555,-0.036436444937086074,-0.3317541740957422,-0.21430668070541872,-0.4421628130134284,1.2705043023993914,0.9321543626417785
BS625,1,1,102.366,0.91,111924.963792906,3,0.4641384556829954,1.578591819797607,39.49554481057358,4,4,36,32,4,-0.37368056393320015,0.5569060554599722,0.25131011369403844,-0.21430668070541872,0.1438522517388071,1.2197773640662688,1.00097193082882
BS627,1,1,103.499,0.75,124838.3259736,3,1.0562267248120019,0.7428722865426154,34.44452126521595,22,22,25,24,1,-0.34712097475913334,0.12538423698938445,0.492354255083914,-0.21430668070541872,0.9210964908279744,0.3408567606129077,0.6968014011546072
BS628,1,1,94.771,0.74,121085.64706865001,3,0.6919786728481491,0,21.518640193436674,15,15,36,35,1,-0.5517212345219364,0.0984141233349727,0.42230578498772753,-0.21430668070541872,0.4429419406545252,-0.4404170189214464,-0.08158976190432608
BS629,1,1,115.222,0.91,119466.3358896,3,0,0.3592281242289052,22.677216998796236,13,13,55,48,7,-0.07231244529083097,0.5569060554599722,0.3920793058310684,-0.21430668070541872,-0.4654301131187706,-0.0626192205440893,-0.011820750259474634
BS633,0,1,125.102,0.59,125581.03905916,3,0,0.4712994451295405,14.632770786276946,2,2,34,26,8,0.15929279834533983,-0.3061375814812033,0.5062179286572833,-0.21430668070541872,-0.4654301131187706,0.055245432699269924,-0.4962539435370283
