BSPlotNumber,ForestAllianceType,SampleYear,ppt,psi,forest.200m,Richness,BA_UMCAsqrt,BA_LIDEsqrt,ccompsqrt,I_all,I_HS,n_all,n_HS,n_MS,ppt_z,psi_z,forest.200m_z,Richness_z,BA_UMCAsqrt_z,BA_LIDEsqrt_z,ccompsqrt_z
BS123,1,0,101.45,0.82,55177.3499106,2,0.4131405149147487,0,18.49083476981991,13,13,16,13,3,-0.39515327680473167,0.3141750325702664,-0.8079554495869795,-0.5622669902378729,0.07690639630775838,-0.4404170189214464,-0.26392294075050743
BS124,1,0,101.8,0.92,79220.585856,2,0.7092479122922825,0,24.8947421641428,3,3,14,6,8,-0.3869486376070942,0.583876169114384,-0.3591582205154049,-0.5622669902378729,0.46561156201207915,-0.4404170189214464,0.12171768963342505
BS125,1,0,99.5,0.62,101437.333484963,3,0,0.427522519162867,19.113980028541434,0,0,36,7,29,-0.4408648380487128,-0.22522724051796805,0.05554530764128256,-0.21430668070541872,-0.4654301131187706,0.009205534555328878,-0.22639739336249176
BS126,0,0,94.19,0.71,65676.6770497,4,0.10828300504400727,0,11.07813956854637,2,2,18,6,12,-0.565340935590015,0.01750378237173743,-0.6119723074739654,0.13365362882703544,-0.32328518938041445,-0.4404170189214464,-0.7103123518149584
BS128,0,0,96.2,0.87,111326.0311653,3,0.744127233844647,0.3755176798088626,22.546191148600215,6,6,11,9,2,-0.518222864769296,0.4490256008423252,0.2401302831470792,-0.21430668070541872,0.5113982346306633,-0.045487604672243005,-0.019711072269905105
BS129,0,0,93.05,0.45,93627.8283201,4,0,0.08330533099255925,10.415856882959401,0,0,34,28,6,-0.5920646175480347,-0.6837191726429674,-0.09022892534340966,0.13365362882703544,-0.4654301131187706,-0.3528053634876109,-0.7501947387133915
BS132,0,0,110.06,0.93,43214.863445106,3,1.2523970024592026,0.0443113462726379,35.342173210830886,27,27,27,27,0,-0.1933191525428462,0.6108462827687957,-1.0312503001932716,-0.21430668070541872,1.1786125169537818,-0.3938150745417467,0.7508576266520577
BS133,0,0,117.56,0.98,56569.985312599994,6,0.2646808368180923,0.060853531864789645,18.02037677225809,3,3,42,28,14,-0.01750545545061147,0.7456968510408541,-0.7819601588139772,0.8295742478919438,-0.11797912254807447,-0.37641776938787114,-0.2922537250010323
BS134,1,0,108.74,0.52,88493.1682155,3,0.028538708720668386,0.32789438144592153,14.355642073769044,5,3,19,10,9,-0.2242623632310797,-0.4949283770620853,-0.1860738121299459,-0.21430668070541872,-0.4279668697128279,-0.0955727067549585,-0.5129425189345704
BS135,1,0,102.34,0.8,45552.3511888,3,1.592312799104336,0,47.73928412883106,7,7,35,7,28,-0.37429005141645316,0.2602348052614432,-0.9876181524765104,-0.21430668070541872,1.6248257059204938,-0.4404170189214464,1.4974064717517472
BS137,1,0,94.54,0.71,43212.8111969,4,1.1807486389703277,0,42.99063589622858,2,2,10,3,7,-0.5571362963923772,0.01750378237173743,-1.0312886079863786,0.13365362882703544,1.0845585039536338,-0.4404170189214464,1.211444857204385
BS138,0,0,78.12,0.81,79519.5422739,2,0.653725578399015,0,21.663835417527523,0,0,19,19,0,-0.9420510838929765,0.287204918915855,-0.3535778230900594,-0.5622669902378729,0.39272645955461993,-0.4404170189214464,-0.07284616611204942
BS139,0,0,81.33,0.87,37018.3775891,2,0.02658680776358274,0,16.542409386273928,0,0,13,13,0,-0.8668028215375002,0.4490256008423252,-1.14691549968938,-0.5622669902378729,-0.4305291629607573,-0.4404170189214464,-0.3812563041018953
BS140,1,1,89.922,0.53,94153.2248395,3,0.39632381217385754,0.21142595978206122,30.28282110031513,16,16,22,17,5,-0.6653906501486361,-0.46795826340767355,-0.08042173871486913,-0.21430668070541872,0.05483082749930971,-0.21806176125074103,0.44618555426025014
BS141,0,0,87.35,0.88,96909.29844166,2,0,1.5034862644652354,34.571533727999224,17,17,21,19,2,-0.7256830273381332,0.47599571449673694,-0.028976159651566483,-0.5622669902378729,-0.4654301131187706,1.1407893574579722,0.7044500386501745
BS146,0,0,112.8,0.49,98554.4662257,4,0.8519775630907689,0.47995713571192833,26.63447829082768,36,36,48,38,10,-0.12908854853848323,-0.5758387180253205,0.0017329655473749767,0.13365362882703544,0.6529751775647478,0.06435066756382712,0.22648387304064083
BS147,1,0,106.56,0.78,103515.396001,4,0.5556042078083883,0.3570977689730594,22.365057232703677,32,32,39,34,5,-0.2753655445192224,0.2062945779526197,0.09433495730211953,0.13365362882703544,0.26392088444115464,-0.06485970081591604,-0.030618881082408542
BS148,0,0,129.76,0.77,118445.686294,4,0.10634723105433096,1.2327238139565033,31.65374063349412,6,6,36,34,2,0.2684848251527568,0.17932446429820795,0.37302759784140654,0.13365362882703544,-0.3258263124867173,0.8560303121993824,0.5287417563454759
BS149,0,0,129.22,0.54,95748.1459198,4,0.5235651367185756,0.13525054019740537,20.99508823123103,4,4,14,4,10,0.25582623896211604,-0.4409881497532618,-0.05065053141764904,0.13365362882703544,0.22186265642228575,-0.2981749368862212,-0.11311784254501707
BS151,1,0,101.67,0.84,113654.1644985,3,0.45020327813000105,0.2376939256315963,15.584214602741005,18,15,43,16,27,-0.3899960750233595,0.36811525987908994,0.28358781903044006,-0.21430668070541872,0.12555930955692168,-0.1904359185161052,-0.43895839402902526
BS152,1,0,96,0.55,125090.84511962,4,0.45197573198090657,0.48444360931170816,21.466603369756385,10,9,44,16,28,-0.522911230025089,-0.41401803609885,0.49706784244289753,0.13365362882703544,0.1278860395674559,0.0690690616264114,-0.08472339770690411
BS156,1,1,136.563,0.88,100490.5360998,4,0.04741106984284891,0.5656849707231072,27.926629365272706,4,4,28,12,16,0.4279595693285531,0.47599571449673694,0.037872144015623964,0.13365362882703544,-0.40319280353887166,0.15451005415529215,0.3042966714177703
BS157,1,1,134.866,0.95,113565.0879194,3,0,0.6629238052240358,27.430223492075285,31,31,92,67,25,0.3881787901331507,0.6647865100776189,0.2819250926833693,-0.21430668070541872,-0.4654301131187706,0.25677548136839623,0.2744033169267532
BS159,1,1,126.731,0.83,125581.039059,1,0,1.585246448378963,36.35713568068322,12,12,40,40,0,0.197479533353773,0.3411451462246782,0.5062179286542968,-0.910227299770327,-0.4654301131187706,1.2267759921175994,0.8119782429552972
BS167,1,1,125.101,0.91,125581.0390586,3,0.011520950030885855,0.538772765280713,14.748281330175034,42,42,83,75,8,0.15926935651906074,0.5569060554599722,0.5062179286468302,-0.21430668070541872,-0.4503063680502981,0.12620666898064795,-0.4892979467959856
BS168,1,1,124.751,0.77,125581.03905898219,2,0,1.009624860101095,25.596842129746047,14,14,58,52,6,0.15106471732142326,0.17932446429820795,0.5062179286539643,-0.5622669902378729,-0.4654301131187706,0.6213986452947154,0.16399785651525756
BS175,0,1,132.36,0.86,87438.2402666,6,0.7741043811540155,0.3220761295517642,24.45647095399221,11,11,39,24,15,0.32943357347806534,0.4220554871879134,-0.2057653686829673,0.8295742478919438,0.550749740589072,-0.10169172307846011,0.09532518028648532
BS176,0,1,138.1,0.96,125581.0390586,4,0,1.4533156963060172,34.20104071591428,9,9,35,33,2,0.4639896563193219,0.6917566237320306,0.5062179286468302,0.13365362882703544,-0.4654301131187706,1.0880253088897263,0.6821391041010677
BS177,1,1,141.516,0.63,125581.0390587,4,0.3200420536137631,0.7353344751668686,23.020469281846253,23,22,50,42,8,0.544066934888265,-0.1982571268635563,0.5062179286486969,0.13365362882703544,-0.045305521217144845,0.3329292951661146,0.008849758957051704
BS186,1,0,72.75,0.54,68833.4593536,4,0.04682768061954035,0,18.393148798305685,2,2,47,32,15,-1.0679336910110167,-0.4409881497532618,-0.5530469966717994,0.13365362882703544,-0.4039586283940581,-0.4404170189214464,-0.26980554918232336
BS187,1,0,85.77,0.84,112456.592930097,2,1.015357734193882,0,33.38098238042768,29,29,45,33,12,-0.7627211128588972,0.36811525987908994,0.2612336399700713,-0.5622669902378729,0.8674470787866733,-0.4404170189214464,0.6327555334190484
BS188,0,0,73.79,0.71,116659.21523599999,6,0.1908723777960484,0.11356160373553247,9.703518954985483,15,15,32,27,5,-1.0435541916808933,0.01750378237173743,0.3396808693699271,0.8295742478919438,-0.21486872932127182,-0.32098504525964194,-0.7930914314160022
BS190,1,0,84.86,0.96,64326.1028759,2,0.8590300491790281,0,31.18541694841219,4,4,12,4,8,-0.784053174772755,0.6917566237320306,-0.6371824725380002,-0.5622669902378729,0.6622330947861438,-0.4404170189214464,0.5005394995016575
BS193,0,0,105.39,0.46,113844.191517,3,1.0817081246874434,0,30.84354200930479,39,39,40,40,0,-0.3027924812656111,-0.6567490589885556,0.287134912256377,-0.21430668070541872,0.9545463534409409,-0.4404170189214464,0.47995193336247144
BS194,0,0,109.75,0.39,104440.288474,2,1.1134936125767485,0.061845687446624546,31.130514793972047,18,18,18,18,0,-0.2005861186893253,-0.8455398545694378,0.11159923820067187,-0.5622669902378729,0.9962716985232601,-0.37537432604592896,0.49723331467667053
BS195,0,0,125.58,0.49,55826.51295002,2,0.21271107821447288,0.9772889269686785,23.187736853435883,2,2,6,6,0,0.17049799130668478,-0.5758387180253205,-0.7958380052475825,-0.5622669902378729,-0.18620069961282265,0.5873911622444186,0.01892254230301305
BS196,0,0,127.69,0.78,19067.49527149,3,0.7583772672500566,0.00886226925452758,22.930273872070927,2,2,12,12,0,0.21996024475530015,0.2062945779526197,-1.4819912882325041,-0.21430668070541872,0.530104493390824,-0.4310966300455064,0.0034182290266955503
BS203,0,0,130.45,0.62,120838.1606072,5,0.5504639301803094,0.03326598882082125,23.930452537171917,9,9,18,12,6,0.2846596852852423,-0.22522724051796805,0.4176861390139607,0.48161393835948957,0.2571731554587506,-0.4054314025688034,0.0636485707783642
BS204,0,0,126.03,0.76,113812.56395791,4,0.7624111912452238,0.06322718285431521,22.291722402737875,38,38,40,40,0,0.18104681313221893,0.1523543506437962,0.28654454409985575,0.13365362882703544,0.5353998933330987,-0.37392141663185036,-0.03503507393400748
BS205,0,0,88.68,0.65,125581.0390589,4,0.5002050362718158,0,18.63759407150782,6,6,50,43,7,-0.6945053983871099,-0.14431689955473279,0.5062179286524301,0.13365362882703544,0.19119745928284984,-0.4404170189214464,-0.2550851568581599
BS207,1,0,83.69,0.61,112579.820336,5,0.56270175899288,0.5204974530934864,23.694453699623814,43,43,124,59,65,-0.8114801115191437,-0.2521973541723798,0.26353383443809286,0.48161393835948957,0.2732379593730762,0.10698664626162066,0.049436819283861455
BS210,1,1,70.844,0.84,79732.611662,2,0.8246240346078819,0,30.594391392664,4,4,18,4,14,-1.1126138118987234,0.36811525987908994,-0.3496006150638018,-0.5622669902378729,0.6170677402102457,-0.4404170189214464,0.46494818722037734
BS217,0,0,98.03,0.62,69398.8875937,3,0.027544411880487393,0.08602337761057025,12.699154940036408,2,2,19,19,0,-0.47532432267879077,-0.22522724051796805,-0.5424925676435285,-0.21430668070541872,-0.4292720999145883,-0.3499468121690698,-0.6126954827331781
BS218,0,0,93.48,0.7,100350.0822497,4,1.1137066066697774,0.03870083070941674,31.375491541294206,39,38,39,38,1,-0.5819846322480797,-0.009466331282674323,0.03525039630743452,0.13365362882703544,0.9965512994550777,-0.3997156159653803,0.5119857121505118
BS220,0,0,107.2,0.2,108597.896352,3,0.5977237635720051,0.38374239881228206,19.567621553514975,35,35,41,41,0,-0.26036277570068506,-1.3579720140032605,0.18920621670597323,-0.21430668070541872,0.31921193440305345,-0.036837723100653454,-0.19907929007227043
BS221,1,0,113.53,0.24,123069.9582096,3,0.252574673754036,0.793990085708386,19.561716070249663,7,7,11,8,3,-0.11197601535483896,-1.250091559385614,0.45934544735666044,-0.21430668070541872,-0.13387108661764402,0.39461700564989716,-0.19943491580964068
BS222,1,0,116.38,0.19,113059.2562931,3,0.11612954776325267,0.45116175549212534,14.226540896673997,16,15,19,18,1,-0.045166810459789895,-1.3849421276576723,0.27248310938396064,-0.21430668070541872,-0.3129849006510464,0.03406676016144255,-0.520716937934192
BS223,0,0,118.58,0.31,125581.0390589,2,0.5455696738030331,0,18.84704421009273,8,8,14,14,0,0.00640520735393236,-1.0613007638047316,0.5062179286524301,-0.5622669902378729,0.2507483827142081,-0.4404170189214464,-0.2424721569341617
BS224,1,1,121.624,0.36,125581.03905877,3,0,0.8473149776427487,23.665723312012876,41,41,60,57,3,0.07776212654710063,-0.926450195532673,0.5062179286500034,-0.21430668070541872,-0.4654301131187706,0.45069843528394044,0.04770668733359635
BS226,1,0,123,0.57,124612.18347440001,4,0.07750813216577394,1.0546565857934758,25.685077452770358,25,25,54,31,23,0.11001807950695608,-0.3600778087900268,0.48813302100183126,0.13365362882703544,-0.36368388312331756,0.6687582078574552,0.16931135083958057
BS228,0,0,127.01,0.3,125581.0390591,6,0.974366504613638,0.10136747097431609,27.401938639410965,10,10,17,14,3,0.20401980288560437,-1.0882708774591434,0.5062179286561634,0.8295742478919438,0.8136372016018169,-0.33380953254108087,0.2727000149050133
BS229,0,0,134.42,0.69,125225.405853479,6,0.2767569061270366,0.09998666522034885,10.332387758128462,6,6,13,10,3,0.37772373561273187,-0.036436444937086074,0.49957958772688904,0.8295742478919438,-0.10212666305748899,-0.3352617166509842,-0.7552212145718548
BS230,0,0,131.24,0.64,124342.1904786,3,0,0,13.132061631853032,0,0,15,13,2,0.30317872804562485,-0.17128701320914455,0.48309326226640353,-0.21430668070541872,-0.4654301131187706,-0.4404170189214464,-0.5866260224412343
BS232,0,1,123.755,0.5,105576.528546,3,0.4983669359054919,0.06693213819996373,14.298394245604403,24,24,25,24,1,0.12771665834757426,-0.5488686043709088,0.13280858776708285,-0.21430668070541872,0.18878455398632277,-0.370024940052582,-0.5163899592521951
BS233,0,0,125,0.49,62188.1400643,4,0.9657621070170367,0,28.392408979208813,2,2,23,21,2,0.15690173206488534,-0.5758387180253205,-0.6770902365296324,0.13365362882703544,0.802342064015948,-0.4404170189214464,0.3323457253590472
BS234,0,1,115.25,0.85,67437.4915033,4,0.07181172843531651,0.33745701341872597,10.549858209445983,17,17,38,37,1,-0.07165607415501982,0.3950853735335017,-0.5791044917822904,0.13365362882703544,-0.3711616482030702,-0.08551575112607142,-0.742125234762666
BS236,0,0,107.45,0.82,70623.617824,5,0.8353533818716157,0.01772453850905516,24.198895338580055,18,18,25,24,1,-0.2545023191309439,0.3141750325702664,-0.5196314380115999,0.48161393835948957,0.6311523349991136,-0.4217762411695665,0.07981408423485743
BS239,1,0,87.48,0.63,105955.4239008,3,0.6612583258378645,0.028373105531160746,31.487186713862545,8,8,21,8,13,-0.7226355899218676,-0.1982571268635563,0.13988114595885423,-0.21430668070541872,0.402614823936458,-0.4105772149645311,0.5187119488225602
BS240,1,0,127.2,0.4,125581.0408933,6,0.20411520368102037,0.48699923428836545,16.893900085548196,4,4,52,29,23,0.2084737498786076,-0.818569740915026,0.5062179628938126,0.8295742478919438,-0.19748464883020453,0.0717567951988643,-0.3600896808989453
BS241,1,0,128.93,0.31,125581.0390585,3,0,0.9433984483723588,25.37221728411001,4,4,30,21,9,0.2490281093412165,-1.0613007638047316,0.5062179286449636,-0.21430668070541872,-0.4654301131187706,0.5517487742016444,0.15047104206635284
BS242,1,0,128.92,0.63,125581.0390586,2,0,1.0067561276996202,27.35167894664828,10,10,16,12,4,0.2487936910784264,-0.1982571268635563,0.5062179286468302,-0.5622669902378729,-0.4654301131187706,0.6183816187527725,0.2696733971845437
BS245,0,0,134.74,0.68,102365.0788125,3,0,0,14.197199170909602,0,0,25,23,2,0.38522512002200104,-0.06340655859149753,0.07286284065673188,-0.21430668070541872,-0.4654301131187706,-0.4404170189214464,-0.5224838844128943
BS249,1,0,158.63,0.9,42436.5115071,5,0.3427625132162172,0.22501264987421596,24.476673871578754,4,4,37,15,22,0.9452503498264658,0.5299359418055605,-1.0457792177571494,0.48161393835948957,-0.01547999138281211,-0.20377273080506056,0.09654179155112926
BS253,0,1,146.176,0.84,110357.496105,8,0.2161340138954381,0,11.910670973407141,5,5,118,5,113,0.6533058453482401,0.36811525987908994,0.22205135848367624,1.5254948669568518,-0.18170735431699936,-0.4404170189214464,-0.6601776581013128
BS259,0,0,100.9,0.99,70966.6080715,2,1.1943080903695789,0,37.438747962355194,20,20,20,20,0,-0.40804628125816217,0.772666964695266,-0.5132290937919558,-0.5622669902378729,1.1023582240878984,-0.4404170189214464,0.8771124831076075
BS260,1,0,84.61,0.72,119109.212095,3,0.9919112431271603,0,29.347951806477685,6,6,39,9,30,-0.7899136313424961,0.044473896026149186,0.385413141184347,-0.21430668070541872,0.8366684752259693,-0.4404170189214464,0.3898881155868458
BS262,0,0,135.3,0.72,125581.0390584,8,0.04175624411680647,0,7.228071199268348,4,4,44,26,18,0.3983525427382213,0.044473896026149186,0.5062179286430969,1.5254948669568518,-0.4106159884722352,-0.4404170189214464,-0.942161862047703
BS267,1,0,72.05,0.61,85828.8280898,4,0.17569881847165822,0,20.426718845149036,2,2,20,3,17,-1.084342969406292,-0.2521973541723798,-0.23580707051637148,0.13365362882703544,-0.23478731610345713,-0.4404170189214464,-0.14734480974537023
BS271,0,1,146.248,0.94,35412.70425844,5,0.6556498220554214,0.01772453850905516,18.77872212355294,11,11,18,13,5,0.6549936568403256,0.6378163964232072,-1.176887411258638,0.48161393835948957,0.3952524465983185,-0.4217762411695665,-0.24658648446889586
BS272,0,0,141.98,0.71,101007.50312610001,7,0.13035370829057297,0.3562081061535677,14.965095815070875,9,9,42,23,19,0.5549439422817045,0.01750378237173743,0.047521983556844616,1.1775345574243978,-0.29431260565354095,-0.06579535321012552,-0.4762414690109191
BS273,0,0,157.03,0.99,116336.7049425,3,0.16101306771683585,0.41060242955084864,13.786899005635261,6,6,18,18,0,0.9077434277801225,0.772666964695266,0.33366080924164193,-0.21430668070541872,-0.254065548363786,-0.00858920971055943,-0.5471919891121126
BS276,1,0,112.91,0.37,112242.523615,3,0,0.7459883250187246,26.30907018644134,30,30,50,39,11,-0.12650994764779713,-0.8994800818782613,0.25723776704918166,-0.21430668070541872,-0.4654301131187706,0.3441338772876117,0.2068879328153282
BS277,1,1,117.901,0.82,97489.61220835001,2,0,1.0440321164115105,29.491060976886768,9,9,57,48,9,-0.009511792689484672,0.3141750325702664,-0.01814387355355498,-0.5622669902378729,-0.4654301131187706,0.6575845249782261,0.3985060900970965
BS278,1,0,128.96,0.94,76416.6044782,3,0.6227193168701309,0.9680961370623432,28.809523603592847,1,1,22,10,12,0.24973136412958546,0.6378163964232072,-0.41149805844665077,-0.21430668070541872,0.3520240180344243,0.577723167025464,0.35746419394159046
BS283,1,0,122.46,0.65,113427.8166629,2,0,1.1878568637925329,27.38412440430459,17,17,45,36,9,0.09735949331631502,-0.14431689955473279,0.2793627520862768,-0.5622669902378729,-0.4654301131187706,0.8088440429498917,0.2716272491023222
BS293,0,0,87.67,0.85,104736.0468235,5,1.0546327552636954,0.731737452990529,34.795004948657116,54,54,65,61,4,-0.7181816429288643,0.3950853735335017,0.11711993965832143,0.48161393835948957,0.919004060166365,0.32914633117393644,0.7179073822844024
BS294,0,0,109.56,0.81,115921.3672373,3,0.5124215889122566,0.5020465755242958,18.657760249206103,68,68,74,72,2,-0.20504006568232852,0.287204918915855,0.3259080087597929,-0.21430668070541872,0.20723433360782206,0.08758198261304578,-0.25387075805425247
BS297,1,0,144.8,0.78,113923.27971599999,3,0.4046962799597618,1.1027558482720803,29.998421618904445,5,5,12,8,4,0.6210498923883853,0.2062945779526197,0.2886111929302456,-0.21430668070541872,0.06582150691798246,0.7193438781943693,0.4290591361941007
BS303,0,0,128.05,0.64,78198.0270595,5,0.5600231959535538,0.034879532036749684,16.834753979188193,90,90,98,97,1,0.22839930221572774,-0.17128701320914455,-0.3782455661403505,0.48161393835948957,0.2697217645759456,-0.40373445003794856,-0.36365143473717965
BS304,0,1,141.826,0.76,93764.5281846,3,0.28935410903019537,0,17.58169242625753,9,9,22,22,0,0.5513339010347441,0.1523543506437962,-0.08767725049642232,-0.21430668070541872,-0.08559010272414419,-0.4404170189214464,-0.3186711132164199
BS309,0,0,144.25,0.57,125581.0390588,6,0.11732051318307589,0.22731331938520039,16.95665916253506,13,13,74,44,30,0.6081568879349545,-0.3600778087900268,0.5062179286505635,0.8295742478919438,-0.31142150029374205,-0.20135313217839523,-0.35631035547756523
BS312,0,1,127.557,0.92,98978.8892155,2,0.13256722560339454,0,11.376662959295198,10,10,13,13,0,0.21684248186019794,0.583876169114384,0.009655354289434398,-0.5622669902378729,-0.29140688421095,-0.4404170189214464,-0.6923353978235899
BS313,1,0,151.81,0.95,76571.7637526,4,0.11436448581206364,0.7078789922206826,30.990147168710152,5,5,38,21,17,0.7853770946039271,0.6647865100776189,-0.4086018155044106,0.13365362882703544,-0.3153019271903752,0.30405454870042153,0.4887804348709006
BS316,0,0,140.14,0.59,125581.0390591,4,0.2498169799307578,0,12.119499286010784,6,6,13,10,3,0.5118109819284096,-0.3061375814812033,0.5062179286561634,0.13365362882703544,-0.13749115772708828,-0.4404170189214464,-0.6476021042783648
BS317,0,0,133.56,0.46,125581.0390589,4,0.8605441419847014,0.0274730346890355,25.505298392912213,26,26,27,27,0,0.3575637650128226,-0.6567490589885556,0.5062179286524301,0.13365362882703544,0.6642206699029201,-0.41152381340603256,0.15848513089221106
