BSPlotNumber,Species,basal_area,I,plotID,spID
BS076,ARME,0.08814130888727864,0,5,4
BS076,LIDE,0.07163930807613485,0,5,10
BS076,ARME,0.06742564692950753,0,5,4
BS076,ARME,0.06881344548423084,0,5,4
BS076,LIDE,0.020609633205712442,0,5,10
BS076,QUPA,0.036305030103047045,0,5,20
BS076,ARME,0.11702118475356622,0,5,4
BS076,ARME,0.20378411986408232,0,5,4
BS076,LIDE,0.010472499110741577,0,5,10
BS076,ARME,0.08814130888727864,0,5,4
BS076,LIDE,0.17285435479132744,0,5,10
BS076,QUPA,0.021124069002737767,0,5,20
BS076,LIDE,7.853981633974483e-5,0,5,10
BS076,LIDE,0.37470325358079837,0,5,10
BS076,LIDE,1.3273228961416876e-4,0,5,10
BS076,LIDE,1.1309733552923256e-4,0,5,10
BS076,QUPA,0.09079202768874502,0,5,20
BS076,ARME,0.2785029741388986,0,5,4
BS076,QUPA,0.04770586984292441,0,5,20
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,QUPA,0.060536919638348514,0,5,20
BS076,LIDE,7.932521450314228e-4,0,5,10
BS076,ARME,0.1711696757308399,0,5,4
BS076,ARME,0.1555284713067797,0,5,4
BS076,LIDE,0.007857123226628075,0,5,10
BS076,ARME,0.06696618900392003,0,5,4
BS076,LIDE,0.009365087700351174,0,5,10
BS076,LIDE,2.0106192982974677e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS076,LIDE,1.7671458676442585e-4,0,5,10
BS077,QUPA,0.14062082876733273,0,6,20
BS077,LIDE,1.3273228961416876e-4,0,6,10
BS077,LIDE,3.8013271108436504e-4,0,6,10
BS077,QUPA,0.0426604720412592,0,6,20
BS077,QUPA,0.177284000432889,0,6,20
BS077,LIDE,2.0106192982974677e-4,0,6,10
BS077,QUPA,0.22271143020379744,0,6,20
BS077,QUPA,0.04959396702773187,0,6,20
BS077,QUPA,0.031415926535897934,0,6,20
BS077,QUPA,0.04651834781986747,0,6,20
BS077,QUPA,0.031415926535897934,0,6,20
BS077,QUPA,0.24475284426138344,0,6,20
BS077,QUPA,0.03905706526759171,0,6,20
BS077,QUPA,0.19224819164010057,0,6,20
BS077,QUPA,0.12921763283296517,0,6,20
BS077,QUPA,0.09402472652928892,0,6,20
BS077,QUPA,0.052685294198864224,0,6,20
BS077,LIDE,1.3273228961416876e-4,1,6,10
BS077,ARME,0.07385413089691566,0,6,4
BS077,QUPA,0.00738981131940659,0,6,20
BS077,LIDE,1.3273228961416876e-4,1,6,10
BS077,QUPA,0.1657111584952276,0,6,20
BS077,QUPA,0.049480869692202646,0,6,20
BS077,ARME,0.14253091710071536,0,6,4
BS077,QUPA,0.16474826034690235,0,6,20
BS077,ARME,0.07942260387540356,0,6,4
BS077,TODI,4.5238934211693025e-4,0,6,25
BS077,QUPA,0.12682138303643958,0,6,20
BS077,QUPA,0.10349113059271836,0,6,20
BS077,QUPA,0.007853981633974483,0,6,20
BS077,QUPA,0.12167466887169609,0,6,20
BS077,QUPA,0.0013854423602330987,0,6,20
BS077,QUPA,0.3312236112551157,0,6,20
BS077,QUPA,0.3214831032326605,0,6,20
BS078,LIDE,4.1547562843725005e-4,1,7,10
BS078,LIDE,1.7671458676442585e-4,1,7,10
BS078,LIDE,7.547676350249479e-4,1,7,10
BS078,LIDE,3.463605900582747e-4,1,7,10
BS078,LIDE,4.1547562843725005e-4,1,7,10
BS078,LIDE,0.0013202543126711104,1,7,10
BS078,LIDE,9.0792027688745e-4,1,7,10
BS078,LIDE,3.463605900582747e-4,1,7,10
BS078,LIDE,9.503317777109126e-5,1,7,10
BS078,LIDE,0.0011341149479459152,1,7,10
BS078,LIDE,0.024052818754046853,1,7,10
BS078,LIDE,1.5393804002589983e-4,1,7,10
BS078,LIDE,0.001963495408493621,1,7,10
BS078,LIDE,2.0106192982974677e-4,1,7,10
BS078,LIDE,4.908738521234052e-4,1,7,10
BS078,LIDE,7.068583470577034e-4,1,7,10
BS078,LIDE,9.0792027688745e-4,1,7,10
BS078,LIDE,9.503317777109126e-5,1,7,10
BS078,LIDE,3.8013271108436504e-4,1,7,10
BS078,LIDE,0.004311835917051991,1,7,10
BS078,LIDE,0.004901669937763475,1,7,10
BS078,LIDE,0.0028274333882308137,1,7,10
BS078,LIDE,3.141592653589793e-4,1,7,10
BS078,LIDE,2.835287369864788e-4,1,7,10
BS078,LIDE,3.8013271108436504e-4,1,7,10
BS078,LIDE,0.002206183440983432,1,7,10
BS078,LIDE,0.0010869910581420685,1,7,10
BS078,LIDE,9.0792027688745e-4,1,7,10
BS078,LIDE,5.568472978487908e-4,1,7,10
BS078,LIDE,0.005808804816487527,1,7,10
BS078,LIDE,0.0013854423602330987,1,7,10
BS078,LIDE,2.2776546738526002e-4,1,7,10
BS078,LIDE,3.7777651659417263e-4,1,7,10
BS078,LIDE,0.0038484510006474965,1,7,10
BS078,LIDE,9.621127501618741e-4,1,7,10
BS078,LIDE,5.725552611167399e-4,1,7,10
BS078,LIDE,2.544690049407733e-4,1,7,10
BS078,LIDE,3.141592653589793e-4,1,7,10
BS078,LIDE,9.503317777109126e-5,1,7,10
BS078,LIDE,0.0010210176124166826,1,7,10
BS078,ARME,0.27992297401832117,0,7,4
BS078,LIDE,3.8013271108436504e-4,1,7,10
BS078,LIDE,0.0012566370614359172,1,7,10
BS078,LIDE,3.141592653589793e-4,1,7,10
BS078,LIDE,7.068583470577034e-4,1,7,10
BS078,LIDE,0.002403318379996192,1,7,10
BS078,UMCA,0.0054860061713311765,0,7,26
BS078,LIDE,5.725552611167399e-4,1,7,10
BS078,LIDE,0.0013854423602330987,1,7,10
BS078,LIDE,4.272566008882119e-4,1,7,10
BS078,UMCA,5.725552611167399e-4,0,7,26
BS079,CEOL,0.01651299638543135,0,8,6
BS079,CEOL,0.001963495408493621,0,8,6
BS079,ARME,0.6151631114810514,0,8,4
BS079,UMCA,0.0015236724369910495,1,8,26
BS079,ACMA,0.3723203555530505,0,8,1
BS079,LIDE,1.5393804002589983e-4,0,8,10
BS079,UMCA,0.006536083515793565,1,8,26
BS079,LIDE,4.908738521234052e-4,0,8,10
BS079,LIDE,0.3745438177536287,1,8,10
BS079,LIDE,1.1309733552923256e-4,0,8,10
BS079,LIDE,6.063273821428301e-4,0,8,10
BS079,LIDE,0.001913229926036184,0,8,10
BS079,LIDE,2.269800692218625e-4,0,8,10
BS079,LIDE,7.853981633974483e-5,0,8,10
BS079,LIDE,0.003283749721164731,0,8,10
BS079,LIDE,0.1870378602241219,0,8,10
BS079,LIDE,0.0013768029804357268,0,8,10
BS079,LIDE,3.141592653589793e-4,0,8,10
BS079,LIDE,9.503317777109126e-5,0,8,10
BS079,LIDE,0.002403318379996192,0,8,10
BS079,LIDE,0.00402595098557532,0,8,10
BS079,LIDE,4.3118359170519913e-4,0,8,10
BS079,LIDE,4.0212385965949355e-4,1,8,10
BS079,LIDE,0.01227184630308513,0,8,10
BS079,LIDE,1.9006635554218252e-4,0,8,10
BS079,LIDE,0.06424242817325768,0,8,10
BS079,LIDE,2.898119222936584e-4,0,8,10
BS079,LIDE,6.675884388878311e-4,0,8,10
BS079,LIDE,1.3273228961416876e-4,0,8,10
BS079,LIDE,0.0030190705400997917,0,8,10
BS079,LIDE,0.04147530621269245,0,8,10
BS079,LIDE,7.453428570641785e-4,0,8,10
BS079,UMCA,4.1547562843725005e-4,1,8,26
BS079,LIDE,0.19524134404080826,0,8,10
BS079,LIDE,1.7671458676442585e-4,0,8,10
BS079,LIDE,4.6338491640449445e-4,0,8,10
BS079,LIDE,0.007093716211805753,0,8,10
BS079,LIDE,0.009947067739428682,0,8,10
BS079,LIDE,0.0196066797510539,0,8,10
BS079,LIDE,0.07012663121343136,1,8,10
BS079,LIDE,0.07429945165556201,0,8,10
BS079,LIDE,0.0022698006922186255,0,8,10
BS079,UMCA,0.017150739694110077,1,8,26
BS079,UMCA,5.30929158456675e-4,1,8,26
BS079,LIDE,2.269800692218625e-4,0,8,10
BS079,CEOL,0.0022902210444669595,0,8,6
BS079,QUCH,1.1309733552923256e-4,0,8,17
BS079,CEOL,0.0037392806559352516,0,8,6
BS079,CEOL,0.0036316811075498,0,8,6
BS079,CEOL,0.0028274333882308137,0,8,6
BS079,UMCA,2.458296251434013e-4,1,8,26
BS079,CEOL,0.005944678698755285,0,8,6
BS079,ARME,0.195564928084128,0,8,4
BS079,CEOL,0.006221138852271189,0,8,6
BS081,LIDE,3.141592653589793e-4,1,9,10
BS081,LIDE,0.015447996475864409,1,9,10
BS081,LIDE,0.0030190705400997917,1,9,10
BS081,LIDE,0.5114897685144248,1,9,10
BS081,SESE,0.16415921172435424,0,9,24
BS081,LIDE,1.5393804002589983e-4,1,9,10
BS081,SESE,0.14033572923401946,0,9,24
BS081,SESE,0.06563808070961494,0,9,24
BS081,SESE,0.8450837114266739,0,9,24
BS081,LIDE,0.1669136030833891,1,9,10
BS081,SESE,1.0396126993332806,0,9,24
BS081,SESE,0.437943513697561,0,9,24
BS081,SESE,0.3321118965779181,0,9,24
BS081,SESE,2.269800692218625e-4,0,9,24
BS081,QUPA,0.001809557368467721,1,9,20
BS081,LIDE,7.068583470577034e-4,0,9,10
BS081,LIDE,1.3273228961416876e-4,1,9,10
BS081,QUPA,0.04300526183499067,0,9,20
BS081,LIDE,0.004079358060686346,1,9,10
BS081,LIDE,0.08295768100885548,1,9,10
BS081,UMCA,0.0030190705400997917,1,9,26
BS081,LIDE,4.916592502868027e-4,1,9,10
BS081,LIDE,0.007578306878621979,1,9,10
BS081,LIDE,0.03739908974465969,1,9,10
BS081,LIDE,0.0010885618544688633,1,9,10
BS081,LIDE,0.2704573553530551,1,9,10
BS081,ACMA,0.027128437961911257,0,9,1
BS081,QUPA,0.042638480892684065,0,9,20
BS081,LIDE,0.3654614733921006,1,9,10
BS081,LIDE,7.107853378746907e-4,1,9,10
BS081,LIDE,0.006261194158604457,1,9,10
BS081,LIDE,0.12068742338030551,1,9,10
BS081,LIDE,7.296348937962294e-4,1,9,10
BS081,QUPA,0.028055207794720247,0,9,20
BS083,QUAG,0.0028274333882308137,0,10,16
BS083,LIDE,1.7671458676442585e-4,1,10,10
BS083,QUAG,0.24718129538260833,0,10,16
BS083,UMCA,0.0011945906065275187,1,10,26
BS083,QUPA,0.004656625710783471,0,10,20
BS083,LIDE,0.10097707107168313,1,10,10
BS083,UMCA,0.028529588285412306,1,10,26
BS083,QUPA,0.0804247719318987,1,10,20
BS083,QUPA,0.07354154242788348,0,10,20
BS083,UMCA,0.14082660308614287,1,10,26
BS083,QUPA,0.12566370614359174,0,10,20
BS083,QUPA,0.21237166338267002,1,10,20
BS083,QUPA,0.0027339710067865175,0,10,20
BS083,QUPA,0.13867696831292406,0,10,20
BS083,QUPA,0.01651299638543135,0,10,20
BS083,QUPA,0.00985203456165759,0,10,20
BS083,ARME,0.033006357816777764,0,10,4
BS083,TODI,7.853981633974483e-5,0,10,25
BS083,QUPA,0.018145839167134643,1,10,20
BS083,QUAG,0.005026548245743669,0,10,16
BS083,TODI,3.141592653589793e-4,0,10,25
BS083,QUPA,0.19615240591034933,1,10,20
BS083,QUPA,0.2781848878827226,1,10,20
BS083,QUPA,0.08332132035850849,0,10,20
BS083,UMCA,0.07936448441131216,1,10,26
BS083,UMCA,4.5238934211693025e-4,1,10,26
BS083,QUPA,0.04154756284372501,1,10,20
BS084,LIDE,7.853981633974483e-5,0,11,10
BS084,LIDE,0.046376976150455926,0,11,10
BS084,LIDE,7.068583470577034e-4,0,11,10
BS084,LIDE,0.010207034531513238,0,11,10
BS084,LIDE,0.05557163244934985,0,11,10
BS084,LIDE,0.018869190875623696,0,11,10
BS084,SESE,1.2466876375019984,0,11,24
BS084,LIDE,0.07242156464687871,0,11,10
BS084,LIDE,0.12794057541928094,0,11,10
BS084,SESE,0.6013204688511713,0,11,24
BS084,SESE,1.5393804002589983e-4,0,11,24
BS084,SESE,0.025446900494077322,0,11,24
BS084,SESE,0.0025792475685972203,0,11,24
BS084,LIDE,0.2827433388230814,0,11,10
BS084,SESE,0.22480058931843463,0,11,24
BS084,SESE,0.01838538560697087,0,11,24
BS084,SESE,0.0011341149479459152,0,11,24
BS084,SESE,0.014102609421964582,0,11,24
BS084,SESE,8.55298599939821e-4,0,11,24
BS084,SESE,0.008099025860954486,0,11,24
BS084,LIDE,0.014102609421964582,0,11,10
BS084,LIDE,0.07258335666853857,0,11,10
BS084,SESE,0.0018888825829708634,0,11,24
BS084,SESE,1.7671458676442585e-4,0,11,24
BS085,LIDE,4.908738521234052e-4,1,12,10
BS085,UMCA,0.0759644957619646,1,12,26
BS085,ARME,0.28463143600788887,0,12,4
BS085,LIDE,0.0017349445429449635,1,12,10
BS085,LIDE,0.0011388273369263,1,12,10
BS085,LIDE,4.908738521234052e-4,1,12,10
BS085,ARME,0.4231112693818001,0,12,4
BS085,QUAG,0.04374353610858428,0,12,16
BS085,ARME,0.3266007576653583,0,12,4
BS085,UMCA,0.029864765163187968,1,12,26
BS085,LIDE,1.5707963267948965e-4,1,12,10
BS085,QUAG,0.11400918279693699,1,12,16
BS085,QUAG,0.02717163486089812,1,12,16
BS085,LIDE,8.55298599939821e-4,1,12,10
BS085,UMCA,0.012667686977437443,1,12,26
BS085,UMCA,0.07115785900197222,1,12,26
BS085,LIDE,0.01628601631620949,1,12,10
BS086,LIDE,0.002122145837499905,1,13,10
BS086,LIDE,0.024052818754046853,1,13,10
BS086,LIDE,0.0070285281642437645,1,13,10
BS086,SESE,0.0341341895794165,0,13,24
BS086,LIDE,1.3273228961416876e-4,0,13,10
BS086,LIDE,5.30929158456675e-4,1,13,10
BS086,LIDE,2.544690049407733e-4,0,13,10
BS086,ARME,0.31172453105244724,0,13,4
BS086,LIDE,0.04703042742240259,1,13,10
BS086,LIDE,9.503317777109126e-5,0,13,10
BS086,LIDE,1.7671458676442585e-4,1,13,10
BS086,LIDE,3.8013271108436504e-4,1,13,10
BS086,LIDE,0.004002389040673396,1,13,10
BS086,LIDE,0.0016619025137490002,0,13,10
BS086,LIDE,3.8013271108436504e-4,1,13,10
BS086,LIDE,0.006074269395715866,0,13,10
BS086,LIDE,0.02077378142186251,0,13,10
BS086,UMCA,0.05211980752121806,1,13,26
BS086,LIDE,3.8013271108436504e-4,0,13,10
BS086,SESE,0.032365472915445455,0,13,24
BS086,LIDE,0.0063617251235193305,0,13,10
BS086,LIDE,0.005614026071964959,0,13,10
BS086,LIDE,0.0011945906065275187,0,13,10
BS086,LIDE,2.0106192982974677e-4,1,13,10
BS086,LIDE,0.007697687399458391,0,13,10
BS087,LIDE,0.15557638059474693,1,14,10
BS087,QUAG,0.021124069002737767,0,14,16
BS087,LIDE,0.06362746141131748,1,14,10
BS087,LIDE,0.0259471991241615,0,14,10
BS087,LIDE,0.01651299638543135,0,14,10
BS087,LIDE,0.12199589672052563,1,14,10
BS087,LIDE,4.908738521234052e-4,1,14,10
BS087,SESE,0.026015528764377075,0,14,24
BS087,LIDE,0.0026899887096362603,1,14,10
BS087,SESE,0.006582422007434014,0,14,24
BS087,SESE,0.002375829444277281,0,14,24
BS087,SESE,0.0011945906065275187,0,14,24
BS087,SESE,2.0106192982974677e-4,0,14,24
BS087,SESE,3.141592653589793e-4,0,14,24
BS087,SESE,0.9991474151587175,0,14,24
BS087,SESE,0.01628601631620949,0,14,24
BS087,SESE,0.27388483293812155,0,14,24
BS087,SESE,0.04191591458235842,0,14,24
BS087,SESE,7.853981633974483e-5,0,14,24
BS087,SESE,0.39598597301254246,0,14,24
BS087,LIDE,0.062015824380025925,1,14,10
BS087,SESE,0.02138246499849553,0,14,24
BS087,LIDE,0.04830512864159667,1,14,10
BS087,LIDE,3.463605900582747e-4,0,14,10
BS094,UMCA,0.002042820622996763,1,15,26
BS094,QUCH,0.3077786906795385,0,15,17
BS094,UMCA,0.29715775131591476,1,15,26
BS094,LIDE,0.00708821842466197,1,15,10
BS094,LIDE,0.1040621150575083,1,15,10
BS094,LIDE,0.0084948665353068,1,15,10
BS094,LIDE,0.005152997350050658,1,15,10
BS094,LIDE,0.006082123377349841,1,15,10
BS094,LIDE,0.02138246499849553,1,15,10
BS094,UMCA,0.008011846664817369,1,15,26
BS094,LIDE,0.016741547250980007,1,15,10
BS094,LIDE,4.5238934211693025e-4,1,15,10
BS094,QUCH,0.711809497079761,0,15,17
BS094,LIDE,3.141592653589793e-4,1,15,10
BS094,UMCA,0.08864710530450659,1,15,26
BS094,QUCH,0.18934457463002022,0,15,17
BS094,UMCA,0.02216707776372958,1,15,26
BS094,UMCA,0.007853981633974483,0,15,26
BS094,UMCA,0.005193838054547326,1,15,26
BS094,QUCH,1.3157571227874967,0,15,17
BS094,UMCA,0.016971668912855457,0,15,26
BS094,LIDE,0.009160884177867838,1,15,10
BS094,LIDE,0.010751315458747667,1,15,10
BS094,QUCH,0.648959579850207,0,15,17
BS094,LIDE,0.0660519855417254,1,15,10
BS094,UMCA,0.03268512996794821,1,15,26
BS094,LIDE,0.0010752100856911068,1,15,10
BS094,LIDE,0.0024630086404143973,1,15,10
BS094,LIDE,0.176062706288806,1,15,10
BS098,LIDE,0.0024630086404143973,0,16,10
BS098,LIDE,0.11160272282428721,0,16,10
BS098,LIDE,0.0013461724520632263,0,16,10
BS098,LIDE,9.503317777109126e-5,0,16,10
BS098,LIDE,0.07258335666853857,0,16,10
BS098,LIDE,1.3273228961416876e-4,0,16,10
BS098,LIDE,0.03905706526759171,0,16,10
BS098,LIDE,0.01838538560697087,0,16,10
BS098,LIDE,0.020106192982974676,0,16,10
BS098,SESE,1.7671458676442585e-4,0,16,24
BS098,LIDE,8.55298599939821e-4,0,16,10
BS098,SESE,0.0028698448890542762,0,16,24
BS098,LIDE,8.042477193189871e-4,0,16,10
BS098,LIDE,6.157521601035993e-4,0,16,10
BS098,LIDE,1.7671458676442585e-4,0,16,10
BS098,LIDE,4.908738521234052e-4,0,16,10
BS098,LIDE,0.0028431413514987624,0,16,10
BS098,LIDE,9.621127501618741e-4,0,16,10
BS098,SESE,0.055713004118761386,0,16,24
BS098,SESE,0.21400843315519033,0,16,24
BS098,SESE,1.7671458676442585e-4,0,16,24
BS098,SESE,1.8043933755433827,0,16,24
BS098,SESE,0.001963495408493621,0,16,24
BS098,SESE,2.604696039887624,0,16,24
BS098,SESE,0.1915727492195788,0,16,24
BS098,LIDE,0.061575216010359944,0,16,10
BS098,LIDE,2.835287369864788e-4,0,16,10
BS098,LIDE,9.621127501618741e-4,0,16,10
BS098,LIDE,0.0028274333882308137,0,16,10
BS098,LIDE,0.025164942553417637,0,16,10
BS098,LIDE,0.6029910107447177,0,16,10
BS098,LIDE,1.3273228961416876e-4,0,16,10
BS102,LIDE,0.004185386812745002,1,17,10
BS102,LIDE,0.3379851040438043,1,17,10
BS102,LIDE,0.32877473978164246,1,17,10
BS102,UMCA,0.11480950352543898,1,17,26
BS102,LIDE,0.11641564276958677,1,17,10
BS102,LIDE,0.006761492788688632,1,17,10
BS102,ARME,0.3267452709274234,0,17,4
BS102,LIDE,0.017746071501965346,1,17,10
BS102,LIDE,0.0013854423602330987,0,17,10
BS102,LIDE,4.1547562843725005e-4,0,17,10
BS102,ARME,0.13986684653047118,0,17,4
BS102,LIDE,4.5238934211693025e-4,1,17,10
BS102,LIDE,3.141592653589793e-4,1,17,10
BS102,LIDE,0.008992023572737384,0,17,10
BS102,LIDE,0.0025517586328783095,0,17,10
BS102,LIDE,0.004778362426110075,0,17,10
BS102,LIDE,0.0015904312808798326,0,17,10
BS102,LIDE,0.0021237166338267,0,17,10
BS102,LIDE,3.8013271108436504e-4,0,17,10
BS102,LIDE,1.5393804002589983e-4,1,17,10
BS102,LIDE,0.0038484510006474965,1,17,10
BS102,LIDE,1.3273228961416876e-4,1,17,10
BS102,LIDE,7.853981633974483e-5,0,17,10
